ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,TotalSpent,TotalPurchases,TotalChildren,TotalCampaignsAccepted,CustomerTenureDays,CLV,IncomeGroup,AgeGroup,CustomerSegment,CustomerSegmentLabel
2324,1972,Graduation,Married,77044.0,0,1,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,3,11,0,53,1065,29,1,1,4366,89.09556802565277,Upper-Mid,50-60,3,Lost
697,1969,Graduation,Married,74918.0,0,0,2013-03-12,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,3,11,0,56,2047,20,0,1,4595,162.71311207834603,Mid,50-60,1,At Risk
3439,1972,Graduation,Married,56721.0,1,1,2012-10-31,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,3,11,0,53,296,10,2,0,4727,22.87158874550455,Mid,50-60,0,Champions
1506,1975,Graduation,Single,42160.0,1,1,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,3,11,1,50,140,7,2,0,4487,11.39625585023401,Lower-Mid,40-50,2,Potential
232,1965,Graduation,Single,61559.0,0,1,2013-07-17,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,3,11,0,60,530,16,1,0,4468,43.32643240823635,Mid,50-60,3,Lost
8876,1963,PhD,Married,33629.0,1,1,2012-08-08,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,3,11,0,62,152,8,2,0,4811,11.539804614425275,Lower-Mid,60+,0,Champions
4500,1991,PhD,Married,68682.0,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0,34,1598,23,0,0,4387,133.0452473216321,Mid,30-40,1,At Risk
9739,1963,Graduation,Single,34377.0,0,1,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,3,11,0,62,114,6,1,0,4647,8.960296965784377,Lower-Mid,60+,0,Champions
10395,1986,Basic,Single,8940.0,1,0,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,3,11,0,39,101,7,1,0,4797,7.6902751719824884,Low,30-40,2,Potential
1176,1973,Graduation,Married,26228.0,1,0,2013-09-22,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,3,11,0,52,25,3,1,0,4401,2.074812542603954,Low,50-60,0,Champions
1627,1957,2n Cycle,Divorced,77297.0,0,0,2013-01-26,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,3,11,0,68,789,21,0,1,4640,62.10824353448276,Upper-Mid,60+,1,At Risk
938,1981,Graduation,Married,40211.0,1,1,2013-07-30,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,3,11,0,44,87,5,2,1,4455,7.132828282828283,Lower-Mid,40-50,2,Potential
2740,1958,PhD,Widowed,33438.0,1,1,2013-09-22,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,3,11,0,67,90,7,2,0,4401,7.469325153374234,Lower-Mid,60+,0,Champions
257,1959,PhD,Married,75032.0,0,1,2013-04-28,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,3,11,0,66,1215,18,1,0,4548,97.57668205804748,Upper-Mid,60+,1,At Risk
4058,1955,PhD,Single,61284.0,0,0,2013-10-12,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,3,11,0,70,811,21,0,1,4381,67.61418625884501,Mid,60+,1,At Risk
7736,1986,Graduation,Married,22518.0,1,0,2012-10-22,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,3,11,1,39,61,5,1,1,4736,4.704444679054054,Low,30-40,2,Potential
8210,1975,Master,Married,54730.0,0,1,2013-08-15,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,3,11,0,50,405,13,1,0,4439,33.32422842982654,Mid,40-50,0,Champions
833,1955,Master,Married,38452.0,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,70,72,6,2,0,4212,6.243589743589744,Lower-Mid,60+,0,Champions
6230,1971,Graduation,Divorced,44421.0,1,1,2013-02-15,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,3,11,0,54,189,9,2,0,4620,14.942045454545454,Lower-Mid,50-60,0,Champions
7325,1986,PhD,Married,38197.0,1,0,2013-06-29,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,3,11,0,39,40,4,1,0,4486,3.2567989300044586,Lower-Mid,30-40,0,Champions
1307,1978,Graduation,Divorced,41986.0,0,1,2014-02-09,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,3,11,0,47,63,7,1,0,4261,5.4003168270359065,Lower-Mid,40-50,2,Potential
1502,1983,Graduation,Married,28427.0,1,0,2013-03-21,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,3,11,0,42,52,5,1,0,4586,4.141517662450938,Low,40-50,0,Champions
6211,1976,PhD,Married,37395.0,1,0,2014-05-02,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,3,11,0,49,39,4,1,0,4179,3.4086503948312994,Lower-Mid,40-50,2,Potential
843,1971,Graduation,Married,64722.0,1,0,2014-05-26,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,3,11,0,54,805,21,1,0,4155,70.764440433213,Mid,50-60,3,Lost
4174,1956,Master,Married,55249.0,0,1,2014-04-17,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,3,11,0,69,130,7,1,0,4194,11.321530758226038,Mid,60+,0,Champions
9757,1972,Graduation,Married,84906.0,0,0,2013-10-04,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,3,11,0,53,1631,23,0,3,4389,135.73086124401914,Upper-Mid,50-60,1,At Risk
6918,1989,Graduation,Married,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,36,34,4,1,0,4481,2.7713679982146844,Low,30-40,0,Champions
286,1952,Graduation,Single,44213.0,1,1,2013-11-29,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,3,11,0,73,152,8,2,0,4333,12.812831756288945,Lower-Mid,60+,2,Potential
11086,1984,Basic,Single,25707.0,1,0,2014-01-18,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,41,21,4,1,0,4283,1.790859210833528,Low,40-50,2,Potential
1921,1967,PhD,Married,59062.0,2,1,2013-10-03,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,3,11,0,58,71,5,3,0,4390,5.907232346241457,Mid,50-60,0,Champions
4138,1962,Graduation,Single,76624.0,0,1,2014-05-24,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,3,11,0,63,899,22,1,1,4157,78.98959586240076,Upper-Mid,60+,1,At Risk
7718,1947,Master,Married,66000.0,0,0,2014-04-20,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,3,11,0,78,711,9,0,0,4191,61.9643879742305,Mid,60+,2,Potential
1291,1978,PhD,Married,27683.0,1,0,2012-08-04,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,3,11,0,47,351,12,1,0,4815,26.625700934579438,Low,40-50,0,Champions
6862,1971,Graduation,Divorced,1730.0,0,0,2014-05-18,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,3,11,0,54,8,0,0,0,4163,0.7018976699495556,Low,50-60,0,Champions
4136,1992,Basic,Single,7500.0,1,0,2012-12-03,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,3,11,0,33,119,7,1,0,4694,9.259639965913934,Low,30-40,0,Champions
803,1968,Graduation,Married,40521.0,1,1,2013-04-05,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,3,11,0,57,21,3,2,0,4571,1.6780245022970903,Lower-Mid,50-60,0,Champions
4298,1973,PhD,Married,20427.0,1,0,2014-03-24,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,52,10,3,1,0,4218,0.8659317211948792,Low,50-60,0,Champions
10833,1975,Graduation,Married,65106.0,0,1,2014-05-24,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,3,11,0,50,973,24,1,1,4157,85.49152032715901,Mid,40-50,1,At Risk
9606,1965,PhD,Married,69969.0,0,0,2013-08-27,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,3,11,1,60,1536,12,0,2,4427,126.72780664106618,Mid,50-60,1,At Risk
8534,1952,Graduation,Married,67433.0,0,2,2013-07-16,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,3,11,0,73,992,24,2,1,4469,81.07585589617364,Mid,60+,1,At Risk
5153,1967,PhD,Married,77766.0,0,1,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,3,11,1,58,1529,32,1,1,4613,121.06378712334707,Upper-Mid,50-60,1,At Risk
961,1972,Graduation,Married,74716.0,0,1,2013-09-12,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,3,11,0,53,860,15,1,0,4411,71.21174336885059,Mid,50-60,1,At Risk
5011,1963,Graduation,Divorced,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,62,928,21,1,0,4375,77.47474285714286,Mid,60+,1,At Risk
6653,1970,PhD,Married,55158.0,1,1,2012-07-30,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,3,11,1,55,418,14,2,0,4820,31.675207468879666,Mid,50-60,0,Champions
9094,1955,2n Cycle,Married,62972.0,0,1,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,1,70,587,14,1,0,4816,44.51863579734219,Mid,60+,2,Potential
810,1975,Graduation,Married,74190.0,0,1,2014-05-12,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,3,11,0,50,641,17,1,0,4169,56.15861117774047,Mid,40-50,1,At Risk
5493,1976,Graduation,Married,39356.0,1,1,2014-03-19,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,3,11,0,49,23,3,2,1,4223,1.9892848685768412,Lower-Mid,40-50,2,Potential
2147,1969,Graduation,Married,76653.0,0,0,2013-08-16,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,3,11,0,56,2279,22,0,2,4438,187.5630351509689,Upper-Mid,50-60,1,At Risk
5107,1973,PhD,Divorced,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,52,49,4,2,1,4162,4.300156174915906,Lower-Mid,50-60,2,Potential
3979,1983,PhD,Divorced,90687.0,0,0,2013-05-22,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,3,11,1,42,1779,16,0,1,4524,143.62947612732097,Upper-Mid,40-50,1,At Risk
6049,1982,Master,Married,73450.0,0,0,2013-12-05,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,3,11,0,43,1804,26,0,2,4327,152.27894615206841,Mid,40-50,1,At Risk
8147,1960,Graduation,Married,31454.0,1,1,2013-07-06,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,3,11,0,65,48,5,2,0,4479,3.914266577361018,Lower-Mid,60+,2,Potential
1857,1952,Graduation,Single,47139.0,1,1,2014-03-06,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,3,11,1,73,83,5,2,0,4236,7.1566926345609065,Lower-Mid,60+,2,Potential
3910,1975,Graduation,Divorced,83829.0,0,0,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,50,1862,17,0,3,4385,155.0958950969213,Upper-Mid,40-50,1,At Risk
5207,1963,PhD,Married,53378.0,1,1,2012-09-24,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,3,11,1,62,793,19,2,0,4764,60.79833123425693,Mid,60+,3,Lost
11114,1970,Graduation,Married,19656.0,1,0,2013-02-08,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,3,11,0,55,84,6,1,0,4627,6.630862329803328,Low,50-60,0,Champions
5429,1948,PhD,Married,45579.0,0,1,2013-08-20,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,3,11,0,77,183,9,1,0,4434,15.07459404600812,Lower-Mid,60+,2,Potential
9400,1958,2n Cycle,Single,85485.0,0,0,2014-06-21,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,3,11,0,67,1383,18,0,0,4129,122.33973116977477,Upper-Mid,60+,1,At Risk
1740,1944,Graduation,Married,55956.0,0,0,2014-04-07,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,3,11,0,81,999,14,0,1,4204,86.79465984776404,Mid,60+,3,Lost
7488,1963,Master,Single,64191.0,0,1,2013-01-22,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,3,11,0,62,825,21,1,0,4644,64.88614341085271,Mid,60+,3,Lost
195,1972,Graduation,Single,38808.0,1,0,2012-08-26,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,3,11,1,53,246,10,1,1,4793,18.746401001460463,Lower-Mid,50-60,2,Potential
635,1966,Master,Married,57183.0,1,1,2013-03-19,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,3,11,0,59,610,17,2,0,4588,48.5620095902354,Mid,50-60,1,At Risk
7527,1968,Master,Divorced,23748.0,1,0,2012-11-21,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,3,11,0,57,76,6,1,0,4706,5.89864003399915,Low,50-60,0,Champions
10319,1971,Graduation,Married,66303.0,0,1,2013-02-26,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,3,11,0,54,1286,18,1,1,4609,101.9118029941419,Mid,50-60,1,At Risk
2296,1975,Master,Married,37368.0,1,0,2013-12-16,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,3,11,0,50,30,3,1,1,4316,2.5388090824837812,Lower-Mid,40-50,2,Potential
10637,1964,Graduation,Married,40800.0,1,2,2013-01-01,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,3,11,0,61,99,6,3,0,4665,7.75128617363344,Lower-Mid,60+,0,Champions
2931,1978,Graduation,Divorced,71847.0,0,0,2012-09-21,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,3,11,0,47,1192,22,0,1,4767,91.33165512901196,Mid,40-50,1,At Risk
907,1975,Graduation,Married,46149.0,0,1,2013-11-29,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,3,11,0,50,362,13,1,0,4333,30.514770366951304,Lower-Mid,40-50,2,Potential
3698,1983,Graduation,Married,78687.0,0,0,2012-08-09,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,3,11,1,42,2130,18,0,1,4810,161.74272349272348,Upper-Mid,40-50,3,Lost
9516,1971,2n Cycle,Divorced,49118.0,0,0,2012-08-18,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,3,11,1,54,1229,26,0,2,4801,93.4997396375755,Lower-Mid,50-60,1,At Risk
679,1957,PhD,Married,37633.0,1,1,2012-09-20,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,3,11,0,68,38,4,2,0,4768,2.9109689597315436,Lower-Mid,60+,0,Champions
7384,1951,Master,Married,39767.0,0,0,2013-07-21,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,3,11,0,74,485,15,0,0,4464,39.68329973118279,Lower-Mid,60+,2,Potential
5043,1951,Basic,Married,26997.0,0,0,2012-11-05,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,3,11,0,74,434,11,0,0,4722,33.57020330368488,Low,60+,0,Champions
5267,1970,Graduation,Divorced,33986.0,1,0,2013-03-14,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,55,44,4,1,0,4593,3.4990202482037884,Lower-Mid,50-60,2,Potential
339,1972,PhD,Married,57091.0,0,1,2012-11-23,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,3,11,1,53,496,16,1,1,4704,38.51275510204081,Mid,50-60,1,At Risk
2516,1969,2n Cycle,Married,46831.0,1,1,2013-06-08,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,3,11,0,56,78,5,2,0,4507,6.3211670734413135,Lower-Mid,50-60,0,Champions
9010,1972,Master,Married,83151.0,0,0,2013-02-10,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,3,11,1,53,2346,22,0,3,4625,185.27059459459457,Upper-Mid,50-60,1,At Risk
378,1971,Graduation,Married,52531.0,0,0,2012-12-30,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,3,11,0,54,794,19,0,0,4667,62.14023998285837,Mid,50-60,1,At Risk
4808,1956,Graduation,Married,15759.0,0,0,2013-09-05,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,69,17,3,0,0,4418,1.4054436396559529,Low,60+,2,Potential
5068,1971,Graduation,Single,22804.0,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,54,26,4,1,0,4454,2.1321284238886395,Low,50-60,0,Champions
7628,1973,2n Cycle,Married,43050.0,1,0,2014-03-18,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,52,76,6,1,0,4224,6.571732954545454,Lower-Mid,50-60,2,Potential
7128,1977,PhD,Single,42997.0,1,1,2013-12-07,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,48,15,3,2,0,4325,1.2667630057803467,Lower-Mid,40-50,0,Champions
2811,1963,PhD,Single,48918.0,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,62,62,5,2,0,4199,5.3930697785186945,Lower-Mid,60+,2,Potential
3551,1954,Master,Married,60033.0,0,1,2014-03-29,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,3,11,0,71,198,8,1,0,4213,17.165796344647518,Mid,60+,2,Potential
1663,1978,PhD,Married,34043.0,1,0,2013-10-25,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,3,11,0,47,49,4,1,0,4368,4.097355769230769,Lower-Mid,40-50,0,Champions
5543,1966,Graduation,Married,57811.0,0,1,2013-06-24,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,3,11,0,59,802,20,1,1,4491,65.22611890447561,Mid,50-60,1,At Risk
1577,1946,Graduation,Married,78569.0,0,0,2014-02-19,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,3,11,1,79,1736,14,0,1,4251,149.15878616796047,Upper-Mid,60+,3,Lost
10641,1978,Graduation,Single,7500.0,1,1,2012-12-27,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,3,11,0,47,57,6,2,0,4670,4.458083511777302,Low,40-50,2,Potential
5336,1971,Master,Married,157733.0,1,0,2013-06-04,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,3,11,0,54,59,2,1,0,4511,4.777155841276879,High,50-60,2,Potential
6024,1953,Graduation,Married,94384.0,0,0,2013-03-04,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,3,11,1,72,2302,18,0,3,4603,182.66467521181838,Upper-Mid,60+,1,At Risk
1878,1985,2n Cycle,Married,23148.0,0,0,2014-02-18,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,3,11,0,40,37,5,0,0,4252,3.1783278457196613,Low,30-40,0,Champions
3099,1970,Graduation,Divorced,44267.0,1,1,2013-02-25,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,3,11,0,55,310,11,2,0,4610,24.561279826464208,Lower-Mid,50-60,2,Potential
6055,1979,Graduation,Married,71626.0,0,0,2012-11-01,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,3,11,0,46,1305,18,0,1,4726,100.85722598391875,Mid,40-50,1,At Risk
5841,1966,Graduation,Married,60894.0,0,1,2013-06-28,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,3,11,0,59,832,21,1,0,4487,67.72632048139069,Mid,50-60,1,At Risk
3972,1976,Graduation,Married,50200.0,1,1,2013-04-03,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,3,11,0,49,401,13,2,0,4573,32.02826372184561,Mid,40-50,0,Champions
4394,1965,PhD,Married,81051.0,0,0,2014-05-23,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,3,11,0,60,1501,22,0,2,4158,131.851911976912,Upper-Mid,50-60,3,Lost
5758,1982,Graduation,Married,65169.0,0,0,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,3,11,1,43,1189,27,0,4,4287,101.30213435969209,Mid,40-50,3,Lost
6658,1972,Graduation,Married,59868.0,0,1,2013-07-22,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,3,11,0,53,1194,25,1,0,4463,97.71644633654492,Mid,50-60,3,Lost
4603,1960,PhD,Married,65695.0,0,1,2014-01-31,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,3,11,0,65,656,19,1,0,4270,56.11334894613584,Mid,60+,1,At Risk
8427,1956,Master,Single,64857.0,0,0,2012-11-23,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,3,11,0,69,1540,22,0,0,4704,119.57589285714285,Mid,60+,1,At Risk
10260,1965,Master,Married,45143.0,0,1,2013-08-26,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,3,11,0,60,311,12,1,0,4428,25.65328590785908,Lower-Mid,50-60,0,Champions
7143,1955,2n Cycle,Married,74805.0,0,1,2013-11-06,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,3,11,0,70,820,21,1,0,4356,68.7568870523416,Mid,60+,3,Lost
8789,1989,2n Cycle,Married,59060.0,1,0,2014-01-11,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,3,11,0,36,274,11,1,0,4290,23.32832167832168,Mid,30-40,0,Champions
6197,1962,PhD,Single,27238.0,1,1,2013-04-20,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,3,11,0,63,57,6,2,0,4556,4.5696334503950835,Low,60+,2,Potential
4554,1965,Graduation,Married,47009.0,0,1,2013-10-01,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,3,11,0,60,448,13,1,0,4392,37.256830601092894,Lower-Mid,50-60,0,Champions
4937,1973,2n Cycle,Married,46094.0,1,1,2014-06-10,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,52,44,4,2,0,4140,3.8818840579710145,Lower-Mid,50-60,0,Champions
1920,1972,Graduation,Married,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,53,102,6,2,0,4456,8.360749551166966,Lower-Mid,50-60,0,Champions
8749,1984,Graduation,Married,37235.0,1,0,2014-02-01,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,3,11,0,41,61,4,1,0,4269,5.219079409697821,Lower-Mid,40-50,0,Champions
1650,1960,Master,Married,81843.0,0,0,2013-04-22,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,3,11,0,65,1643,26,0,0,4554,131.77552700922266,Upper-Mid,60+,3,Lost
10377,1958,Master,Married,46692.0,0,1,2013-06-06,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,3,11,0,67,397,12,1,0,4509,32.15884896872921,Lower-Mid,60+,2,Potential
9206,1968,Graduation,Married,77382.0,0,1,2014-01-07,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,3,11,0,57,1121,24,1,1,4294,95.35287610619469,Upper-Mid,50-60,3,Lost
10971,1977,Graduation,Single,37774.0,2,0,2012-09-03,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,3,11,1,48,473,12,2,1,4785,36.1051724137931,Lower-Mid,40-50,2,Potential
6398,1974,Basic,Married,18393.0,1,0,2014-03-29,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,3,11,0,51,50,6,1,0,4213,4.334797056729172,Low,50-60,2,Potential
9212,1962,Master,Married,72828.0,0,1,2013-02-14,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,3,11,0,63,1678,22,1,0,4621,132.63135684916685,Mid,60+,3,Lost
7937,1982,Graduation,Married,24711.0,0,0,2014-04-18,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,3,11,0,43,58,6,0,0,4193,5.052349153350823,Low,40-50,0,Champions
839,1975,PhD,Married,45503.0,1,0,2013-09-25,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,3,11,0,50,170,8,1,0,4398,14.118349249658936,Lower-Mid,40-50,0,Champions
4246,1982,Master,Single,6560.0,0,0,2013-12-12,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,3,11,0,43,373,2,0,0,4320,31.536631944444444,Low,40-50,2,Potential
158,1945,PhD,Married,71604.0,0,0,2013-11-17,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,3,11,1,80,1196,16,0,1,4345,100.53831990794016,Mid,60+,3,Lost
4832,1979,Graduation,Married,27244.0,1,0,2014-03-07,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,3,11,0,46,101,6,1,0,4235,8.710802833530106,Low,40-50,0,Champions
5621,1969,Graduation,Married,48752.0,1,1,2012-12-12,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,3,11,1,56,316,12,2,0,4685,24.635859124866595,Lower-Mid,50-60,2,Potential
1945,1962,Graduation,Married,71434.0,0,1,2013-09-18,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,3,11,0,63,1400,18,1,2,4405,116.0839954597049,Mid,60+,3,Lost
5147,1948,Graduation,Single,90842.0,0,0,2013-07-29,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,3,11,0,77,1424,26,0,0,4456,116.7226211849192,Upper-Mid,60+,1,At Risk
2535,1978,Master,Married,88097.0,1,0,2012-08-18,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,3,11,1,47,844,19,1,3,4801,64.2097479691731,Upper-Mid,40-50,3,Lost
11039,1975,Graduation,Married,51948.0,0,1,2013-09-17,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,3,11,0,50,311,11,1,0,4406,25.781377666817974,Mid,40-50,0,Champions
9495,1982,Graduation,Married,71853.0,0,0,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,43,1149,16,0,0,4538,92.47956148082856,Mid,40-50,3,Lost
